FacilityName,FacilityNameFull,City,END
Goreville High School,Goreville High School,Goreville,
Goshen Elementary,Goshen Elementary,Edwardsville,
Gospel Assembly Christian Sch,Gospel Assembly Christian Sch,Bourbonnais,
Gospel Quartets Academy,Gospel Quartets Academy,Chicago,
Goudy Technology Academy,Goudy Technology Academy,Chicago,
Governor French Academy,Governor French Academy,Belleville,
Gower Middle School,Gower Middle School,Burr Ridge,
Gower SD 62,Gower SD 62,Willowbrook,
Gower West Elem School,Gower West Elem School,Willowbrook,
Grace Baptist,Grace Baptist,Springfield,
Grace Christian Academy,Grace Christian Academy,Chicago,
Grace Christian Academy,Grace Christian Academy,Kankakee,
Grace Christian School,Grace Christian School,Pontiac,
Grace English Lutheran School,Grace English Lutheran School,Chicago,
Grace Holistic Center for Education,Grace Holistic Center for Education,Yorkville,
Grace Lutheran School,Grace Lutheran School,River Forest,
Grace McWayne Elementary School,Grace McWayne Elementary School,Batavia,
Grace Montessori Sch,Grace Montessori Sch,Melrose Park,
Grafton Elem School,Grafton Elem School,Grafton,
Graham A Elem School,Graham A Elem School,Chicago,
Graham R Training Center,Graham R Training Center,Chicago,
Grand Ave Sch,Grand Ave Sch,Beardstown,
Grand Chain Alternative Center,Grand Chain Alternative Center,Grand Chain,
Grand Prairie CCSD 6,Grand Prairie CCSD 6,Centralia,
Grand Prairie Elem School,Grand Prairie Elem School,Centralia,
Grand Prairie Elem School,Grand Prairie Elem School,Joliet,
Grand Prairie Elementary School,Grand Prairie Elementary School,Frankfort,
Grand Ridge CCSD 95,Grand Ridge CCSD 95,Grand Ridge,
Grand Ridge School,Grand Ridge School,Grand Ridge,
Grande Park Elem Sch,Grande Park Elem Sch,Plainfield,
Grande Reserve Elem Sch,Grande Reserve Elem Sch,Yorkville,
Grandma Jones Day Care,Grandma Jones Day Care,Calumet City,
Granite City CUSD 9,Granite City CUSD 9,Granite City,
Granite City High School,Granite City High School,Granite City,
Grant CCSD 110,Grant CCSD 110,Fairview Heights,
Grant CHSD 124,Grant CHSD 124,Fox Lake,
Grant Community High School,Grant Community High School,Fox Lake,
Grant Elem School,Grant Elem School,Melrose Park,
Grant Middle School,Grant Middle School,Fairview Heights,
Grant Park CUSD 6,Grant Park CUSD 6,Grant Park,
Grant Park Elem School,Grant Park Elem School,Grant Park,
Grant Park High School,Grant Park High School,Grant Park,
Grant Primary,Grant Primary,Stone Park,
Grantfork Upper Elementary Sch,Grantfork Upper Elementary Sch,Highland,
Grant-White Elem School,Grant-White Elem School,Forest Park,
Grass Lake Elem School,Grass Lake Elem School,Antioch,
Grass Lake SD 36,Grass Lake SD 36,Antioch,
Gray Elem School,Gray Elem School,Chicago,
Gray M Sanborn Elem School,Gray M Sanborn Elem School,Palatine,
Graymont Elem School,Graymont Elem School,Graymont,
Grayslake CCSD 46,Grayslake CCSD 46,Grayslake,
Grayslake Central High School,Grayslake Central High School,Grayslake,
Grayslake CHSD 127,Grayslake CHSD 127,Grayslake,
Grayslake Early Childhood,Grayslake Early Childhood,Hainesville,
Grayslake Middle School,Grayslake Middle School,Grayslake,
Grayslake North High School,Grayslake North High School,Grayslake,
Grayville CUSD 1,Grayville CUSD 1,Grayville,
Grayville Jr Sr High School,Grayville Jr Sr High School,Grayville,
Great Circle,Great Circle,Webster Groves,
Great Circle - St. Louis,Great Circle - St. Louis,Webster Grvs,
Great Circle - St. Louis Autism,Great Circle - St. Louis Autism,Webster Grvs,
Great Circle - St. Louis Autism RES,Great Circle - St. Louis Autism RES,Webster Grvs,
Great Circle - St. Louis Intensive,Great Circle - St. Louis Intensive,Webster Grvs,
Great Circle - St. Louis RES,Great Circle - St. Louis RES,Webster Grvs,
Great Circle St. Louis Campus,Great Circle St. Louis Campus,Webster Groves,
Great Circle St. Louis Campus-1-1,Great Circle St. Louis Campus-1-1,Webster Groves,
Great Circle St. Louis Campus-Aut,Great Circle St. Louis Campus-Aut,Webster Groves,
Great Circle St. Louis Campus-Int,Great Circle St. Louis Campus-Int,Webster Groves,
Great Lakes Academy Charter ES,Great Lakes Academy Charter ES,Chicago,
Greater Helping Hand Christian Acad,Greater Helping Hand Christian Acad,Chicago,
Greater New Mt Moriah MBC School,Greater New Mt Moriah MBC School,Chicago,
Greater Pleasant Valley College Preparatory,Greater Pleasant Valley College Preparatory,Chicago,
Greater Rock Gifted Learning Academy,Greater Rock Gifted Learning Academy,Chicago,
Greeley Alternative School,Greeley Alternative School,Peoria,
Greeley Elem School,Greeley Elem School,Winnetka,
Greeley Elem School,Greeley Elem School,Chicago,
Green W Elem School,Green W Elem School,Chicago,
Green Bay Early Childhood Center,Green Bay Early Childhood Center,North Chicago,
Green Bay School,Green Bay School,Highland Park,
Green Friends Montessori School,Green Friends Montessori School,Elburn,
Greenbriar Elem School,Greenbriar Elem School,Northbrook,
Greenbriar Elem School,Greenbriar Elem School,Chicago Heights,
Greenbrier Elem School,Greenbrier Elem School,Arlington Heights,
Greenbrook Elem School,Greenbrook Elem School,Hanover Park,
Greenbrook Montessori School,Greenbrook Montessori School,Hanover Park,
Greene N Elem School,Greene N Elem School,Chicago,
Greenfield CUSD 10,Greenfield CUSD 10,Greenfield,
Greenfield Elem School,Greenfield Elem School,Greenfield,
Greenfield High School,Greenfield High School,Greenfield,
Greenman Elem School,Greenman Elem School,Aurora,
Greentree Presch and Early Ed Cnt,Greentree Presch and Early Ed Cnt,Wheaton,
Greenview CUSD 200,Greenview CUSD 200,Greenview,
Greenview Elementary School,Greenview Elementary School,Greenview,
Greenview Jr/Sr High School,Greenview Jr/Sr High School,Greenview,
Greenville Elem School,Greenville Elem School,Greenville,
Greenville Jr High School,Greenville Jr High School,Greenville,
Greenwood Elem School,Greenwood Elem School,South Holland,
Greenwood Elem School,Greenwood Elem School,Waukegan,
Greenwood Elem School,Greenwood Elem School,Woodstock,
Gregory Elem School,Gregory Elem School,Rockford,
Gregory Intermediate,Gregory Intermediate,Moweaqua,
Gregory Math & Sci Elem Academy,Gregory Math & Sci Elem Academy,Chicago,
Gresham Elem School,Gresham Elem School,Chicago,
Griggsville-Perry CUSD 4,Griggsville-Perry CUSD 4,Griggsville,
Griggsville-Perry High School,Griggsville-Perry High School,Griggsville,
Griggsville-Perry Middle School,Griggsville-Perry Middle School,Perry,
Griggsville-Perry Primary School,Griggsville-Perry Primary School,Griggsville,
Grigsby Intermediate School,Grigsby Intermediate School,Granite City,
Grimes Elem School,Grimes Elem School,Chicago,
Grissom Elem School,Grissom Elem School,Chicago,
Grove Avenue Elem School,Grove Avenue Elem School,Barrington,
Grove Elementary School,Grove Elementary School,Normal,
Grove Jr High School,Grove Jr High School,Elk Grove Village,
Grove School,Grove School,Madison,
Grove School Inc,Grove School Inc,Madison,
Grundy Area Vocational Center,Grundy Area Vocational Center,Morris,
Grundy Co SpEd Cooperative,Grundy Co SpEd Cooperative,Morris,
Grundy County Spec Educ Coop,Grundy County Spec Educ Coop,Morris,
Grundy Elem School,Grundy Elem School,Morton,
Grundy/Kendall ROE,Grundy/Kendall ROE,Morris,
Guardian Angel Orthodox Day Sch,Guardian Angel Orthodox Day Sch,Des Plaines,
Guerin College Prep High Sch,Guerin College Prep High Sch,River Grove,
Guidance Education Academy,Guidance Education Academy,Chicago,
Guiding Light Academy,Guiding Light Academy,Woodridge,
Guiding Light Academy Int,Guiding Light Academy Int,Woodridge,
Guiding Light Counseling & Ed Ctr,Guiding Light Counseling & Ed Ctr,Woodridge,
Guiding Light West,Guiding Light West,Shorewood,
Guiding Light West Intensive,Guiding Light West Intensive,Shorewood,
Guilford High School,Guilford High School,Rockford,
Gunsaulus Elem Scholastic Academy,Gunsaulus Elem Scholastic Academy,Chicago,
Gurnee Christian School,Gurnee Christian School,Gurnee,
Gurnee SD 56,Gurnee SD 56,Gurnee,
Gwendolyn Brooks Elem Sch,Gwendolyn Brooks Elem Sch,Dekalb,
Gwendolyn Brooks Elementary,Gwendolyn Brooks Elementary,Aurora,
Gwendolyn Brooks Middle School,Gwendolyn Brooks Middle School,Oak Park,
H C Storm Elem School,H C Storm Elem School,Batavia,
H E L P Marshall,H E L P Marshall,Marshall,
H H Conrady Jr High School,H H Conrady Jr High School,Hickory Hills,
H L Richards High Sch(Campus),H L Richards High Sch(Campus),Oak Lawn,
H R McCall Elem School,H R McCall Elem School,Waukegan,
Haber Oaks Campus,Haber Oaks Campus,Crystal Lake,
Hadi School of Excellence,Hadi School of Excellence,Schaumburg,
Hadley Junior High School,Hadley Junior High School,Glen Ellyn,
Hadley Middle School,Hadley Middle School,Homer Glen,
Haines Elem School,Haines Elem School,Chicago,
Haines Elem School,Haines Elem School,New Lenox,
Hajirah Education Program,Hajirah Education Program,Chicago,
Hale Elem School,Hale Elem School,Chicago,
Hales Franciscan High School,Hales Franciscan High School,Chicago,
Haley Elem Academy,Haley Elem Academy,Chicago,
Half Day School,Half Day School,Lincolnshire,
Hall Elem School,Hall Elem School,Aurora,
Hall High School,Hall High School,Spring Valley,
Hall HSD 502,Hall HSD 502,Spring Valley,
Hamel Elementary School,Hamel Elementary School,Hamel,
Hamilton Academy,Hamilton Academy,West Dundee,
Hamilton CCSD 328,Hamilton CCSD 328,Hamilton,
Hamilton Co CUSD 10,Hamilton Co CUSD 10,Mc Leansboro,
Hamilton County Jr/Sr High School,Hamilton County Jr/Sr High School,Mc Leansboro,
Hamilton County Preschool Center,Hamilton County Preschool Center,Mc Leansboro,
Hamilton Elem School,Hamilton Elem School,Chicago,
Hamilton Elem School,Hamilton Elem School,Moline,
Hamilton Elementary School,Hamilton Elementary School,Hamilton,
Hamilton Jr/Sr High Sch,Hamilton Jr/Sr High Sch,Hamilton,
Hamlin Upper Grade Center,Hamlin Upper Grade Center,Alsip,
Hamline Elem School,Hamline Elem School,Chicago,
Hammitt Day - Challenges Autism,Hammitt Day - Challenges Autism,Normal,
Hammitt Jr/Sr-Challenges Autism,Hammitt Jr/Sr-Challenges Autism,Normal,
Hammitt Junior-Senior High Sch,Hammitt Junior-Senior High Sch,Normal,
Hammitt School,Hammitt School,Normal,
Hammitt School at the Baby Fold,Hammitt School at the Baby Fold,Normal,
Hammitt School-Day,Hammitt School-Day,Normal,
Hammond Elem School,Hammond Elem School,Chicago,
Hampshire Elem School,Hampshire Elem School,Hampshire,
Hampshire High School,Hampshire High School,Hampshire,
Hampshire Middle School,Hampshire Middle School,Hampshire,
Hampton Elem Fine & Perf Arts Sch,Hampton Elem Fine & Perf Arts Sch,Chicago,
Hampton Elem School,Hampton Elem School,Hampton,
Hampton SD 29,Hampton SD 29,Hampton,
Hancck/Fultn/Schuylr/McDonogh ROE,Hancck/Fultn/Schuylr/McDonogh ROE,Macomb,
Hancock College Preparatory HS,Hancock College Preparatory HS,Chicago,
Hanna Sacks Bais Yaakov High Sch,Hanna Sacks Bais Yaakov High Sch,Chicago,
HANNA SACKS BAIS YAAKOV HIGH SCHOOL,HANNA SACKS BAIS YAAKOV HIGH SCHOOL,CHICAGO,
Hannah Beardsley Middle School,Hannah Beardsley Middle School,Crystal Lake,
Hanover Countryside Elem School,Hanover Countryside Elem School,Streamwood,
Hanover Highlands Elem School,Hanover Highlands Elem School,Hanover Park,
Hanson Park Elem School,Hanson Park Elem School,Chicago,
Harbor Academy Reg Safe Sch Prg,Harbor Academy Reg Safe Sch Prg,Hillside,
Harbor Point Academy,Harbor Point Academy,Portsmouth,
Hardin County CUSD 1,Hardin County CUSD 1,Elizabethtown,
Hardin County Elem School,Hardin County Elem School,Elizabethtown,
Hardin County High School,Hardin County High School,Elizabethtown,
Hardin County Jr High School,Hardin County Jr High School,Elizabethtown,
Harding Grade School,Harding Grade School,Earlville,
Harding Primary School,Harding Primary School,Monmouth,
Harlan Community Academy HS,Harlan Community Academy HS,Chicago,
Harlem High School,Harlem High School,Machesney Park,
Harlem Middle School,Harlem Middle School,Loves Park,
Harlem UD 122,Harlem UD 122,Machesney Park,
Harmony Emge SD 175,Harmony Emge SD 175,Belleville,
Harmony Intermediate Center,Harmony Intermediate Center,Belleville,
Harnew Elem School,Harnew Elem School,Oak Lawn,
Harper Elem School,Harper Elem School,Wilmette,
Harper High School,Harper High School,Chicago,
Harriet Gifford Elem School,Harriet Gifford Elem School,Elgin,
Harriet Jamison College Preparatory Academy,Harriet Jamison College Preparatory Academy,Chicago,
Harrisburg CUSD 3,Harrisburg CUSD 3,Harrisburg,
Harrisburg High School,Harrisburg High School,Harrisburg,
Harrisburg Middle School,Harrisburg Middle School,Harrisburg,
Harrison Comm Learning Cntr,Harrison Comm Learning Cntr,Peoria,
Harrison Elem School,Harrison Elem School,Wonder Lake,
Harrison SD 36,Harrison SD 36,Wonder Lake,
Harrison Street Elem School,Harrison Street Elem School,Geneva,
Harry D Jacobs High School,Harry D Jacobs High School,Algonquin,
Harry E Fry School,Harry E Fry School,Burbank,
Hartford Elem School,Hartford Elem School,Hartford,
Hartsburg Emden CUSD 21,Hartsburg Emden CUSD 21,Hartsburg,
Hartsburg-Emden Jr-Sr High School,Hartsburg-Emden Jr-Sr High School,Hartsburg,
Harvard CUSD 50,Harvard CUSD 50,Harvard,
Harvard Elem School,Harvard Elem School,Chicago,
Harvard High School,Harvard High School,Harvard,
Harvard Jr High School,Harvard Jr High School,Harvard,
Harvard Park Elem School,Harvard Park Elem School,Springfield,
Harvest Christian Academy,Harvest Christian Academy,Elgin,
Harvey SD 152,Harvey SD 152,Harvey,
Haskell Elementary School,Haskell Elementary School,Rockford,
Haugan Elem School,Haugan Elem School,Chicago,
Havana CUSD 126,Havana CUSD 126,Havana,
Havana High School,Havana High School,Havana,
Havana Jr High School,Havana Jr High School,Havana,
Haven Middle School,Haven Middle School,Evanston,
Hawk Hollow Elem School,Hawk Hollow Elem School,Bartlett,
Hawthorn Aspen Elem School,Hawthorn Aspen Elem School,Vernon Hills,
Hawthorn CCSD 73,Hawthorn CCSD 73,Vernon Hills,
Hawthorn Elem School,Hawthorn Elem School,Salem,
Hawthorn Elem School North,Hawthorn Elem School North,Vernon Hills,
Hawthorn Elem School South,Hawthorn Elem School South,Vernon Hills,
Hawthorn Middle School North,Hawthorn Middle School North,Vernon Hills,
Hawthorn Middle School South,Hawthorn Middle School South,Vernon Hills,
Hawthorn Sch of Dual Language,Hawthorn Sch of Dual Language,Vernon Hills,
Hawthorn Townline Elem Sch,Hawthorn Townline Elem Sch,Vernon Hills,
Hawthorne Elem Scholastic Academy,Hawthorne Elem Scholastic Academy,Chicago,
Hawthorne Elem School,Hawthorne Elem School,Wheaton,
Hawthorne Elem School,Hawthorne Elem School,Elmhurst,
Hay Elem Community Academy,Hay Elem Community Academy,Chicago,
Hayt Elem School,Hayt Elem School,Chicago,
Hazel Bland Promise Center,Hazel Bland Promise Center,East Saint Louis,
Hazel Crest SD 152-5,Hazel Crest SD 152-5,Hazel Crest,
Hazel Dell Elem School,Hazel Dell Elem School,Springfield,
Hazelgreen Elem School,Hazelgreen Elem School,Alsip,
Healing Cottage - Spero Family Srvc,Healing Cottage - Spero Family Srvc,Murphysboro,
Healy Elem School,Healy Elem School,Chicago,
Hearst Elem School,Hearst Elem School,Chicago,
Heart of God Academy,Heart of God Academy,Chicago,
Heart of IL Low Incidence Hilia,Heart of IL Low Incidence Hilia,Normal,
Heartland Elementary School,Heartland Elementary School,Geneva,
Heartland Region,Heartland Region,Decatur,
Heartland Technical Academy,Heartland Technical Academy,Decatur,
Heartspring,Heartspring,Wichita,
Heartspring - Intensive,Heartspring - Intensive,Wichita,
Heartspring I,Heartspring I,Wichita,
Heartspring II,Heartspring II,Wichita,
Heather Hill Elem School,Heather Hill Elem School,Flossmoor,
Hedding Grade Sch,Hedding Grade Sch,Abingdon,
Hedges Elem School,Hedges Elem School,Chicago,
Hefferan Elem School,Hefferan Elem School,Chicago,
Heineman Middle School,Heineman Middle School,Algonquin,
Helen Keller Elem School,Helen Keller Elem School,Tinley Park,
Helen Keller JHS,Helen Keller JHS,Schaumburg,
Hellenic American Academy,Hellenic American Academy,Deerfield,
Hello Montessori Presch & Kinder,Hello Montessori Presch & Kinder,Homewood,
HELP Neoga,HELP Neoga,Neoga,
Helping Hand Center,Helping Hand Center,Countryside,
Helping Hand School,Helping Hand School,Countryside,
Henderson Elem School,Henderson Elem School,Chicago,
Henderson/Knox/Mercer/Warren ROE,Henderson/Knox/Mercer/Warren ROE,Monmouth,
Hendricks Elem Community Academy,Hendricks Elem Community Academy,Chicago,
Henking Elem School,Henking Elem School,Glenview,
Henry Elem School,Henry Elem School,Chicago,
Henry Puffer School,Henry Puffer School,Downers Grove,
Henry Raab Elem School,Henry Raab Elem School,Belleville,
Henry W Cowherd Middle School,Henry W Cowherd Middle School,Aurora,
Henry W Longfellow Elem School,Henry W Longfellow Elem School,Buffalo Grove,
Henry Winkelman Elem School,Henry Winkelman Elem School,Glenview,
Henry-Senachwine CUSD 5,Henry-Senachwine CUSD 5,Henry,
Henry-Senachwine Grade School,Henry-Senachwine Grade School,Henry,
Henry-Senachwine High School,Henry-Senachwine High School,Henry,
